corp_name,stock_code,rcept_dt,report_nm,rcept_no,per_share_common,yield_common,total_amount,record_date,payment_date,meeting_held,meeting_date,board_decision_date,days_to_payment,days_to_payment_missing
크리스탈신소재,900250,1970-01-01 00:00:00.020170125,현금ㆍ현물배당결정,20170125900210,40.4,1.1,2492804000.0,2016-12-31,,주주총회,-,2017-01-25,-1.0,1
크리스탈신소재,900250,1970-01-01 00:00:00.020160808,현금ㆍ현물배당결정,20160808900049,29.8,0.72,1838540000.0,2016-08-05,,이사회,-,2016-08-08,-1.0,1
코리아오토글라스,152330,1970-01-01 00:00:00.020190212,현금ㆍ현물배당결정,20190212800639,800.0,6.0,16000000000.0,2018-12-31,,개최,-,2019-02-12,-1.0,1
코리아오토글라스,152330,1970-01-01 00:00:00.020200212,현금ㆍ현물배당결정,20200212800485,900.0,5.4,18000000000.0,2019-12-31,,개최,-,2020-02-12,-1.0,1
코리아오토글라스,152330,1970-01-01 00:00:00.020180209,현금ㆍ현물배당결정,20180209800462,700.0,4.15,14000000000.0,2017-12-31,,개최,-,2018-02-09,-1.0,1
코리아오토글라스,152330,1970-01-01 00:00:00.020160204,현금ㆍ현물배당결정,20160204801082,100.0,1.5,2000000000.0,2015-12-31,,개최,-,2016-02-04,-1.0,1
코리아오토글라스,152330,1970-01-01 00:00:00.020170209,현금ㆍ현물배당결정,20170209800809,400.0,2.46,8000000000.0,2016-12-31,,개최,-,2017-02-09,-1.0,1
한국아트라스비엑스,23890,1970-01-01 00:00:00.020210225,현금ㆍ현물배당결정,20210225900832,400.0,0.68,1521557200.0,2020-12-31,,주주총회,2021-03-31,2021-02-25,-1.0,1
한국아트라스비엑스,23890,1970-01-01 00:00:00.020200227,현금ㆍ현물배당결정,20200227901231,400.0,0.79,1521557200.0,2019-12-31,,주주총회,2020-03-27,2020-02-27,-1.0,1
한국아트라스비엑스,23890,1970-01-01 00:00:00.020190225,현금ㆍ현물배당결정,20190225901185,400.0,0.77,1521557200.0,2018-12-31,,주주총회,2019-03-28,2019-02-25,-1.0,1
한국아트라스비엑스,23890,1970-01-01 00:00:00.020170306,현금ㆍ현물배당결정,20170306900810,300.0,0.57,1141167900.0,2016-12-31,,주주총회,2017-03-24,2017-03-06,-1.0,1
한국아트라스비엑스,23890,1970-01-01 00:00:00.020180223,현금ㆍ현물배당결정,20180223900964,400.0,0.81,1521557200.0,2017-12-31,,주주총회,2018-03-26,2018-02-23,-1.0,1
한국아트라스비엑스,23890,1970-01-01 00:00:00.020150304,현금ㆍ현물배당결정,20150304900757,700.0,1.83,6405000000.0,2014-12-31,,주주총회,2015-03-27,2015-03-04,-1.0,1
한국아트라스비엑스,23890,1970-01-01 00:00:00.020160304,현금ㆍ현물배당결정,20160304900981,700.0,1.74,6405000000.0,2015-12-31,,주주총회,2016-03-25,2016-03-04,-1.0,1
한국아트라스비엑스,23890,1970-01-01 00:00:00.020140228,현금ㆍ현물배당결정,20140228900746,700.0,1.7,6405000000.0,2013-12-31,,주주총회,2014-03-28,2014-02-28,-1.0,1
동성화학,5190,1970-01-01 00:00:00.020210309,현금ㆍ현물배당결정,20210309800941,850.0,5.2,4376978950.0,2020-12-31,2021-03-31,개최,2021-03-24,2021-03-09,18716.0,0
한국아트라스비엑스,23890,1970-01-01 00:00:00.020130227,현금ㆍ현물배당결정,20130227900436,700.0,2.22,6405000000.0,2012-12-31,,개최,2013-03-22,2013-02-27,-1.0,1
동성화학,5190,1970-01-01 00:00:00.020200227,현금ㆍ현물배당결정,20200227800246,600.0,3.34,3169351800.0,2019-12-31,2020-04-25,개최,2020-03-25,2020-02-27,18376.0,0
동성화학,5190,1970-01-01 00:00:00.020190312,현금ㆍ현물배당결정,20190312801451,500.0,3.54,2641126500.0,2018-12-31,2019-04-26,개최,2019-03-27,2019-03-12,18011.0,0
동성화학,5190,1970-01-01 00:00:00.020180313,현금ㆍ현물배당결정,20180313800579,300.0,1.8,1584675900.0,2017-12-31,2018-04-27,개최,2018-03-28,2018-03-13,17647.0,0
동성화학,5190,1970-01-01 00:00:00.020160308,현금ㆍ현물배당결정,20160308800344,500.0,1.74,2574384000.0,2015-12-31,2016-04-20,개최,2016-03-24,2016-03-08,16910.0,0
동성화학,5190,1970-01-01 00:00:00.020170302,현금ㆍ현물배당결정,20170302801041,500.0,2.55,2625836500.0,2016-12-31,2017-04-21,개최,2017-03-23,2017-03-02,17276.0,0
동성화학,5190,1970-01-01 00:00:00.020150312,현금ㆍ현물배당결정,20150312800748,250.0,1.65,1218384750.0,2014-12-31,,개최,2015-03-27,2015-03-12,-1.0,1
동성화학,5190,1970-01-01 00:00:00.020140313,현금ㆍ현물배당결정,20140313801192,250.0,1.18,1218384750.0,2013-12-31,,개최,2014-03-28,2014-03-13,-1.0,1
동성화학,5190,1970-01-01 00:00:00.020130314,현금ㆍ현물배당결정,20130314800168,160.0,0.69,605946560.0,2012-12-31,,개최,2013-03-29,2013-03-14,-1.0,1
홈센타홀딩스,60560,1970-01-01 00:00:00.020250311,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250311900805,150.0,3.0,5450782650.0,2024-12-31,,주주총회,2025-03-26,2025-03-11,-1.0,1
홈센타홀딩스,60560,1970-01-01 00:00:00.020250421,[기재정정]현금ㆍ현물배당결정              ,20250421900266,30.0,3.5,3808200240.0,2024-12-31,,주주총회,2025-03-26,2025-03-11,-1.0,1
홈센타홀딩스,60560,1970-01-01 00:00:00.020240308,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240308900436,150.0,2.8,5450782650.0,2023-12-31,,주주총회,-,2024-03-08,-1.0,1
홈센타홀딩스,60560,1970-01-01 00:00:00.020231010,현금ㆍ현물배당결정(자회사의 주요경영사항),20231010900317,150.0,2.6,5450782650.0,2023-09-30,2023-10-18,이사회,-,2023-10-10,19647.0,0
홈센타홀딩스,60560,1970-01-01 00:00:00.020230310,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항),20230310900885,150.0,2.5,5450782650.0,2022-12-31,,주주총회,2023-03-27,2022-12-16,-1.0,1
홈센타홀딩스,60560,1970-01-01 00:00:00.020221216,현금ㆍ현물배당결정(자회사의 주요경영사항),20221216900441,150.0,1.5,5450782650.0,2022-12-31,,주주총회,-,2022-12-16,-1.0,1
홈센타홀딩스,60560,1970-01-01 00:00:00.020220406,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항),20220406900328,150.0,2.32,5450782650.0,2021-12-31,2022-04-15,주주총회,2022-03-28,2021-12-15,19096.0,0
홈센타홀딩스,60560,1970-01-01 00:00:00.020220311,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항),20220311900494,150.0,2.32,5450782650.0,2021-12-31,,주주총회,2022-03-28,2021-12-15,-1.0,1
홈센타홀딩스,60560,1970-01-01 00:00:00.020211215,현금ㆍ현물배당결정(자회사의 주요경영사항),20211215900324,150.0,1.5,5450782650.0,2021-12-31,,주주총회,-,2021-12-15,-1.0,1
홈센타홀딩스,60560,1970-01-01 00:00:00.020200309,현금ㆍ현물배당결정(자회사의 주요경영사항),20200309900198,50.0,1.03,1792973700.0,2019-12-31,2020-04-28,주주총회,2020-03-27,2020-03-09,18379.0,0
홈센타홀딩스,60560,1970-01-01 00:00:00.020201211,현금ㆍ현물배당결정(자회사의 주요경영사항),20201211900192,100.0,1.5,3633805100.0,2020-12-31,,주주총회,-,2020-12-11,-1.0,1
홈센타홀딩스,60560,1970-01-01 00:00:00.020181224,현금ㆍ현물배당결정(자회사의 주요경영사항),20181224900599,50.0,1.5,1723466200.0,2018-12-31,,주주총회,-,2018-12-24,-1.0,1
홈센타홀딩스,60560,1970-01-01 00:00:00.020171218,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항),20171218900454,115.0,1.5,3963972260.0,2017-12-31,,주주총회,-,2017-12-18,-1.0,1
홈센타홀딩스,60560,1970-01-01 00:00:00.020171215,현금ㆍ현물배당결정(자회사의 주요경영사항),20171215901274,100.0,1.5,3446932400.0,2017-12-31,,주주총회,-,2017-12-15,-1.0,1
홈센타홀딩스,60560,1970-01-01 00:00:00.020170919,[기재정정]현금ㆍ현물배당결정,20170919900263,50.0,1.5,998638500.0,2017-09-30,2017-10-27,이사회,-,2017-09-08,17465.0,0
홈센타홀딩스,60560,1970-01-01 00:00:00.020170908,현금ㆍ현물배당결정,20170908900104,50.0,1.5,921186600.0,2017-09-30,2017-10-27,이사회,-,2017-09-08,17465.0,0
홈센타홀딩스,60560,1970-01-01 00:00:00.020170726,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항),20170726900391,50.0,0.6,1188975850.0,2017-06-30,2017-07-28,이사회,-,2017-06-15,17374.0,0
홈센타홀딩스,60560,1970-01-01 00:00:00.020170630,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항),20170630900630,50.0,0.6,1188975850.0,2017-06-30,2017-07-31,이사회,-,2017-06-15,17377.0,0
홈센타홀딩스,60560,1970-01-01 00:00:00.020161216,현금ㆍ현물배당결정,20161216901015,50.0,1.5,921186600.0,2016-12-31,,주주총회,-,2016-12-16,-1.0,1
홈센타홀딩스,60560,1970-01-01 00:00:00.020151228,현금ㆍ현물배당결정,20151228900589,50.0,1.5,882565150.0,2015-12-31,,주주총회,-,2015-12-28,-1.0,1
우진,105840,1970-01-01 00:00:00.020250611,현금ㆍ현물배당결정              ,20250611800124,100.0,1.1,1969171200.0,2025-06-30,2025-07-25,미개최,-,2025-06-11,20293.0,0
우진,105840,1970-01-01 00:00:00.020250220,현금ㆍ현물배당결정              ,20250220800145,200.0,3.1,3963531200.0,2024-12-31,,개최,2025-03-24,2025-02-20,-1.0,1
우진,105840,1970-01-01 00:00:00.020240610,현금ㆍ현물배당결정              ,20240610800280,50.0,0.5,990882800.0,2024-06-30,2024-07-23,미개최,-,2024-06-10,19926.0,0
우진,105840,1970-01-01 00:00:00.020240219,현금ㆍ현물배당결정              ,20240219800476,150.0,1.66,2972648400.0,2023-12-31,,개최,2024-03-25,2024-02-19,-1.0,1
우진,105840,1970-01-01 00:00:00.020230703,현금ㆍ현물배당결정,20230703800304,50.0,0.5,990882800.0,2023-06-30,,미개최,-,2023-07-03,-1.0,1
우진,105840,1970-01-01 00:00:00.020230210,현금ㆍ현물배당결정,20230210800302,150.0,1.8,2972648400.0,2022-12-31,,개최,2023-03-27,2023-02-10,-1.0,1
우진,105840,1970-01-01 00:00:00.020210226,현금ㆍ현물배당결정,20210226800164,100.0,2.4,1969627600.0,2020-12-31,,개최,2021-03-29,2021-02-26,-1.0,1
우진,105840,1970-01-01 00:00:00.020220210,현금ㆍ현물배당결정,20220210800305,100.0,1.2,1981765600.0,2021-12-31,,개최,2022-03-28,2022-02-10,-1.0,1
우진,105840,1970-01-01 00:00:00.020170224,현금ㆍ현물배당결정,20170224800563,220.0,3.1,3819200000.0,2016-12-31,,개최,2017-03-24,2017-02-24,-1.0,1
우진,105840,1970-01-01 00:00:00.020200221,현금ㆍ현물배당결정,20200221800256,100.0,2.4,2020223400.0,2019-12-31,,개최,2020-03-23,2020-02-21,-1.0,1
우진,105840,1970-01-01 00:00:00.020160223,현금ㆍ현물배당결정,20160223800369,200.0,2.7,3472000000.0,2015-12-31,,개최,2016-03-25,2016-02-23,-1.0,1
우진,105840,1970-01-01 00:00:00.020140221,현금ㆍ현물배당결정,20140221800106,130.0,1.7,2256800000.0,2013-12-31,,개최,2014-03-28,2014-02-21,-1.0,1
우진,105840,1970-01-01 00:00:00.020150225,현금ㆍ현물배당결정,20150225800675,170.0,1.9,2951200000.0,2014-12-31,,개최,2015-03-27,2015-02-25,-1.0,1
우진,105840,1970-01-01 00:00:00.020130220,현금ㆍ현물배당결정,20130220800247,60.0,1.0,1041600000.0,2012-12-31,,개최,2013-03-22,2013-02-20,-1.0,1
인화정공,101930,1970-01-01 00:00:00.020250306,[기재정정]현금ㆍ현물배당결정              ,20250306900728,700.0,2.1,6526158100.0,2024-12-31,,주주총회,2025-03-26,2025-03-06,-1.0,1
인화정공,101930,1970-01-01 00:00:00.020250224,현금ㆍ현물배당결정              ,20250224900184,700.0,2.1,6521958100.0,2024-12-31,,주주총회,2025-03-26,2025-02-24,-1.0,1
인화정공,101930,1970-01-01 00:00:00.020240219,현금ㆍ현물배당결정              ,20240219900586,2250.0,19.1,20401364250.0,2023-12-31,,주주총회,2024-03-21,2024-02-19,-1.0,1
인화정공,101930,1970-01-01 00:00:00.020180226,현금ㆍ현물배당결정,20180226900503,50.0,1.1,459042400.0,2017-12-31,,주주총회,2018-03-30,2018-02-26,-1.0,1
인화정공,101930,1970-01-01 00:00:00.020170224,현금ㆍ현물배당결정,20170224900065,50.0,1.1,459042400.0,2016-12-31,,주주총회,2017-03-30,2017-02-24,-1.0,1
인화정공,101930,1970-01-01 00:00:00.020160226,현금ㆍ현물배당결정,20160226900082,50.0,0.9,459042400.0,2015-12-31,,주주총회,2016-03-30,2016-02-26,-1.0,1
인화정공,101930,1970-01-01 00:00:00.020140219,현금ㆍ현물배당결정,20140219900064,50.0,0.7,459042400.0,2013-12-31,,주주총회,2014-03-21,2014-02-19,-1.0,1
인화정공,101930,1970-01-01 00:00:00.020150223,현금ㆍ현물배당결정,20150223900358,50.0,0.8,459042400.0,2014-12-31,,주주총회,2015-03-26,2015-02-23,-1.0,1
인화정공,101930,1970-01-01 00:00:00.020130220,현금ㆍ현물배당결정,20130220900044,50.0,0.9,459042400.0,2012-12-31,,개최,2013-03-22,2013-02-20,-1.0,1
대원산업,5710,1970-01-01 00:00:00.020250306,현금ㆍ현물배당결정              ,20250306900898,200.0,3.3,4007520000.0,2024-12-31,,주주총회,2025-03-28,2025-03-06,-1.0,1
대원산업,5710,1970-01-01 00:00:00.020240228,현금ㆍ현물배당결정              ,20240228901010,175.0,2.9,3506580000.0,2023-12-31,,주주총회,2024-03-22,2024-02-28,-1.0,1
대원산업,5710,1970-01-01 00:00:00.020220228,현금ㆍ현물배당결정,20220228901161,125.0,1.89,2504700000.0,2021-12-31,,주주총회,2022-03-25,2022-02-28,-1.0,1
대원산업,5710,1970-01-01 00:00:00.020230307,현금ㆍ현물배당결정,20230307900478,175.0,3.17,3506580000.0,2022-12-31,,주주총회,2023-03-31,2023-03-07,-1.0,1
대원산업,5710,1970-01-01 00:00:00.020210226,현금ㆍ현물배당결정,20210226901316,125.0,2.2,2504700000.0,2020-12-31,,주주총회,2021-03-26,2021-02-26,-1.0,1
대원산업,5710,1970-01-01 00:00:00.020200221,현금ㆍ현물배당결정,20200221900603,125.0,2.1,2504700000.0,2019-12-31,,주주총회,2020-03-27,2020-02-21,-1.0,1
대원산업,5710,1970-01-01 00:00:00.020190305,현금ㆍ현물배당결정,20190305900736,125.0,2.3,2504700000.0,2018-12-31,,주주총회,2019-03-22,2019-03-05,-1.0,1
대원산업,5710,1970-01-01 00:00:00.020180228,현금ㆍ현물배당결정,20180228901225,125.0,1.5,2504700000.0,2017-12-31,,주주총회,2018-03-23,2018-02-28,-1.0,1
대원산업,5710,1970-01-01 00:00:00.020170223,현금ㆍ현물배당결정,20170223901093,100.0,1.1,1821600000.0,2016-12-31,,주주총회,2017-03-24,2017-02-23,-1.0,1
대원산업,5710,1970-01-01 00:00:00.020160229,현금ㆍ현물배당결정,20160229900853,125.0,1.9,2277000000.0,2015-12-31,,주주총회,2016-03-18,2016-02-29,-1.0,1
대원산업,5710,1970-01-01 00:00:00.020150217,현금ㆍ현물배당결정,20150217900581,125.0,1.4,2277000000.0,2014-12-31,,주주총회,2015-03-20,2015-02-17,-1.0,1
대원산업,5710,1970-01-01 00:00:00.020140305,현금ㆍ현물배당결정,20140305900775,75.0,0.9,1242000000.0,2013-12-31,,주주총회,2014-03-21,2014-03-05,-1.0,1
대동,490,1970-01-01 00:00:00.020250311,현금ㆍ현물배당결정              ,20250311801471,100.0,1.0,2410385900.0,2024-12-31,2025-04-25,개최,2025-03-26,2025-03-11,20202.0,0
대원산업,5710,1970-01-01 00:00:00.020130228,현금ㆍ현물배당결정,20130228901150,75.0,1.27,1080000000.0,2012-12-31,,개최,2013-03-22,2013-02-28,-1.0,1
대동,490,1970-01-01 00:00:00.020240313,현금ㆍ현물배당결정              ,20240313800338,100.0,0.6,2379923300.0,2023-12-31,2024-04-26,개최,2024-03-28,2024-03-13,19838.0,0
대동,490,1970-01-01 00:00:00.020230309,현금ㆍ현물배당결정,20230309800470,100.0,0.8,2309784300.0,2022-12-31,2023-04-28,개최,2023-03-30,2023-03-09,19474.0,0
대동,490,1970-01-01 00:00:00.020230421,[기재정정]현금ㆍ현물배당결정,20230421800501,100.0,0.8,2309784300.0,2022-12-31,2023-04-24,개최,2023-03-30,2023-03-09,19470.0,0
대동,490,1970-01-01 00:00:00.020220310,현금ㆍ현물배당결정,20220310800688,80.0,0.8,1658256800.0,2021-12-31,2022-04-22,개최,2022-03-25,2022-03-10,19103.0,0
대동,490,1970-01-01 00:00:00.020210310,현금ㆍ현물배당결정,20210310800413,80.0,1.2,1658256800.0,2020-12-31,2021-04-23,개최,2021-03-26,2021-03-10,18739.0,0
대동,490,1970-01-01 00:00:00.020200310,현금ㆍ현물배당결정,20200310801149,60.0,1.1,1243692600.0,2019-12-31,2020-04-24,개최,2020-03-27,2019-03-10,18375.0,0
대동,490,1970-01-01 00:00:00.020190311,현금ㆍ현물배당결정,20190311800827,50.0,1.0,1036410500.0,2018-12-31,2019-04-26,개최,2019-03-29,2019-03-11,18011.0,0
대동,490,1970-01-01 00:00:00.020180306,현금ㆍ현물배당결정,20180306801158,60.0,0.6,1243692600.0,2017-12-31,2018-04-20,개최,2018-03-23,2018-03-06,17640.0,0
대동,490,1970-01-01 00:00:00.020170307,현금ㆍ현물배당결정,20170307801035,40.0,0.57,829128400.0,2016-12-31,2017-04-21,개최,2017-03-24,2017-03-07,17276.0,0
대동,490,1970-01-01 00:00:00.020150306,현금ㆍ현물배당결정,20150306800822,60.0,0.6,1243692600.0,2014-12-31,2015-04-24,개최,2015-03-27,2015-03-06,16548.0,0
대동,490,1970-01-01 00:00:00.020160309,현금ㆍ현물배당결정,20160309800983,50.0,0.5,1036410500.0,2015-12-31,2016-04-21,개최,2016-03-25,2016-03-09,16911.0,0
대동,490,1970-01-01 00:00:00.020140304,현금ㆍ현물배당결정,20140304800416,50.0,0.8,1036410500.0,2013-12-31,2014-04-18,개최,2014-03-21,2014-03-04,16177.0,0
대동,490,1970-01-01 00:00:00.020130304,현금ㆍ현물배당결정,20130304800187,50.0,0.9,1036410500.0,2012-12-31,2013-04-22,개최,2013-03-22,2013-03-04,15816.0,0
삼화콘덴서공업,1820,1970-01-01 00:00:00.020250213,현금ㆍ현물배당결정              ,20250213800999,500.0,1.8,5130437500.0,2024-12-31,,개최,2025-03-21,2025-02-13,-1.0,1
삼화콘덴서공업,1820,1970-01-01 00:00:00.020230216,현금ㆍ현물배당결정,20230216800519,500.0,1.6,5130437500.0,2022-12-31,,개최,-,2023-02-16,-1.0,1
삼화콘덴서공업,1820,1970-01-01 00:00:00.020240215,현금ㆍ현물배당결정              ,20240215800525,500.0,1.3,5130437500.0,2023-12-31,,개최,2024-03-22,2024-02-15,-1.0,1
삼화콘덴서공업,1820,1970-01-01 00:00:00.020210218,현금ㆍ현물배당결정,20210218800568,300.0,0.5,3078262500.0,2020-12-31,,개최,2021-03-26,2021-02-18,-1.0,1
삼화콘덴서공업,1820,1970-01-01 00:00:00.020220217,현금ㆍ현물배당결정,20220217800275,500.0,0.9,5130437500.0,2021-12-31,,개최,2022-03-25,2022-02-17,-1.0,1
삼화콘덴서공업,1820,1970-01-01 00:00:00.020200218,현금ㆍ현물배당결정,20200218800529,250.0,0.5,2565218750.0,2019-12-31,,개최,2020-03-27,2020-02-18,-1.0,1
삼화콘덴서공업,1820,1970-01-01 00:00:00.020190208,현금ㆍ현물배당결정,20190208800682,300.0,0.6,3078262500.0,2018-12-31,,개최,2019-03-29,2019-02-08,-1.0,1
삼화콘덴서공업,1820,1970-01-01 00:00:00.020180209,현금ㆍ현물배당결정,20180209800584,150.0,0.4,1539131250.0,2017-12-31,,개최,2018-03-23,2018-02-09,-1.0,1
삼화콘덴서공업,1820,1970-01-01 00:00:00.020170210,현금ㆍ현물배당결정,20170210800576,50.0,0.5,513043750.0,2016-12-31,,개최,2017-03-24,2017-02-10,-1.0,1
삼화콘덴서공업,1820,1970-01-01 00:00:00.020160215,현금ㆍ현물배당결정,20160215800507,50.0,0.5,513043750.0,2015-12-31,,개최,2016-03-18,2016-02-15,-1.0,1
삼화콘덴서공업,1820,1970-01-01 00:00:00.020150213,현금ㆍ현물배당결정,20150213800702,50.0,1.3,414033850.0,2014-12-31,,개최,2015-03-20,2015-02-13,-1.0,1
삼화콘덴서공업,1820,1970-01-01 00:00:00.020140217,현금ㆍ현물배당결정,20140217800340,50.0,0.9,414033850.0,2013-12-31,,개최,2014-03-21,2014-02-17,-1.0,1
삼화콘덴서공업,1820,1970-01-01 00:00:00.020130222,현금ㆍ현물배당결정,20130222800412,50.0,0.8,513043750.0,2012-12-31,,개최,2013-03-22,2013-02-22,-1.0,1
유니온,910,1970-01-01 00:00:00.020240311,현금ㆍ현물배당결정              ,20240311800438,125.0,2.3,1951452375.0,2023-12-31,2024-04-17,개최,2024-03-29,2024-03-11,19829.0,0
유니온,910,1970-01-01 00:00:00.020250310,현금ㆍ현물배당결정              ,20250310800680,125.0,2.5,1951452375.0,2024-12-31,2025-04-16,개최,2025-03-28,2025-03-10,20193.0,0
유니온,910,1970-01-01 00:00:00.020230313,현금ㆍ현물배당결정,20230313800492,125.0,2.6,1951452375.0,2022-12-31,2023-04-19,개최,2023-03-31,2023-03-13,19465.0,0
유니온,910,1970-01-01 00:00:00.020220307,현금ㆍ현물배당결정,20220307800401,125.0,1.7,1951452375.0,2021-12-31,2022-04-13,개최,2022-03-25,2022-03-07,19094.0,0
